,Nome do município,Estado,Região,PIB,Valores de importação 2020,Valores de exportação 2020
4748,Cachoeira do Sul,Rio Grande do Sul,Sul,1222990663.0,5241637,8089732
4749,Cachoeirinha,Rio Grande do Sul,Sul,4252651189.0,93536435,29531393
4750,Cacique Doble,Rio Grande do Sul,Sul,58966522.12,,
4751,Caibaté,Rio Grande do Sul,Sul,69175426.7,0,0
4752,Caiçara,Rio Grande do Sul,Sul,51489209.86,2484,0
4753,Camaquã,Rio Grande do Sul,Sul,1033832917.0,30856834,124142602
4754,Camargo,Rio Grande do Sul,Sul,52100314.56,0,73304
4755,Cambará do Sul,Rio Grande do Sul,Sul,105631842.2,0,12014253
4756,Campestre da Serra,Rio Grande do Sul,Sul,61878436.17,105225,0
4757,Campina das Missões,Rio Grande do Sul,Sul,68259174.81,56101,0
4758,Campinas do Sul,Rio Grande do Sul,Sul,105489288.8,,
4759,Campo Bom,Rio Grande do Sul,Sul,1753667592.0,32259381,48815764
4760,Campo Novo,Rio Grande do Sul,Sul,93726007.72,0,0
4761,Campos Borges,Rio Grande do Sul,Sul,51225603.88,26662,0
4762,Candelária,Rio Grande do Sul,Sul,382758659.0,562898,2045749
4763,Cândido Godói,Rio Grande do Sul,Sul,124933385.3,228312,2410175
4764,Candiota,Rio Grande do Sul,Sul,612224395.6,8840331,846524
4765,Canela,Rio Grande do Sul,Sul,504393144.1,864992,2158729
4766,Canguçu,Rio Grande do Sul,Sul,477419001.9,4660,0
4767,Canoas,Rio Grande do Sul,Sul,12741297142.0,372329954,130623341
4768,Canudos do Vale,Rio Grande do Sul,Sul,22240556.0,,
4769,Capão Bonito do Sul,Rio Grande do Sul,Sul,83644471.36,,
4770,Capão da Canoa,Rio Grande do Sul,Sul,653902351.6,231708,0
4771,Capão do Cipó,Rio Grande do Sul,Sul,128892110.1,0,0
4772,Capão do Leão,Rio Grande do Sul,Sul,272637409.9,12051453,45766192
4773,Capivari do Sul,Rio Grande do Sul,Sul,128962563.7,0,0
4774,Capela de Santana,Rio Grande do Sul,Sul,102997511.0,0,799726
4775,Capitão,Rio Grande do Sul,Sul,35570763.92,,
4776,Carazinho,Rio Grande do Sul,Sul,1156910464.0,14295524,338385
4777,Caraá,Rio Grande do Sul,Sul,47858721.76,,
4778,Carlos Barbosa,Rio Grande do Sul,Sul,1012870056.0,93030271,209532426
4779,Carlos Gomes,Rio Grande do Sul,Sul,19362759.07,,
4780,Casca,Rio Grande do Sul,Sul,213840176.1,1540265,1531924
4781,Caseiros,Rio Grande do Sul,Sul,52801596.92,0,24492
4782,Catuípe,Rio Grande do Sul,Sul,150323212.9,,
4783,Caxias do Sul,Rio Grande do Sul,Sul,16522205656.0,270484622,498848508
4784,Centenário,Rio Grande do Sul,Sul,31573217.6,,
4785,Cerrito,Rio Grande do Sul,Sul,52745629.86,,
4786,Cerro Branco,Rio Grande do Sul,Sul,44431990.5,0,0
4787,Cerro Grande,Rio Grande do Sul,Sul,27868976.8,,
4788,Cerro Grande do Sul,Rio Grande do Sul,Sul,88739444.44,,
4789,Cerro Largo,Rio Grande do Sul,Sul,382784063.6,758181,36732
4790,Chapada,Rio Grande do Sul,Sul,221518966.1,0,0
4791,Charqueadas,Rio Grande do Sul,Sul,884587634.0,11765895,48983293
4792,Charrua,Rio Grande do Sul,Sul,46866240.33,161687,0
4793,Chiapetta,Rio Grande do Sul,Sul,87052842.48,,
4794,Chuí,Rio Grande do Sul,Sul,77598318.99,29731,830994
4795,Chuvisca,Rio Grande do Sul,Sul,55833976.32,,
4796,Cidreira,Rio Grande do Sul,Sul,135233433.6,0,0
4797,Ciríaco,Rio Grande do Sul,Sul,78280767.72,,
4798,Colinas,Rio Grande do Sul,Sul,34098937.4,0,400
4799,Colorado,Rio Grande do Sul,Sul,86384173.5,0,2600
4800,Condor,Rio Grande do Sul,Sul,167206777.9,8504,310257
4801,Constantina,Rio Grande do Sul,Sul,133167948.4,0,0
4802,Coqueiro Baixo,Rio Grande do Sul,Sul,21372548.56,,
4803,Coqueiros do Sul,Rio Grande do Sul,Sul,54404171.64,,
4804,Coronel Barros,Rio Grande do Sul,Sul,45977324.63,,
4805,Coronel Bicaco,Rio Grande do Sul,Sul,147111818.4,,
4806,Coronel Pilar,Rio Grande do Sul,Sul,24362002.5,,
4807,Cotiporã,Rio Grande do Sul,Sul,59223982.41,0,126558
4808,Coxilha,Rio Grande do Sul,Sul,95610616.74,126652,356436
4809,Crissiumal,Rio Grande do Sul,Sul,191227904.3,4271,3848011
4810,Cristal,Rio Grande do Sul,Sul,91324688.0,0,8268486
4811,Cristal do Sul,Rio Grande do Sul,Sul,29870848.26,,
4812,Cruz Alta,Rio Grande do Sul,Sul,1426442524.0,3029406,382857869
4813,Cruzaltense,Rio Grande do Sul,Sul,34925769.03,,
4814,Cruzeiro do Sul,Rio Grande do Sul,Sul,158778804.8,445237,12956190
4815,David Canabarro,Rio Grande do Sul,Sul,72188913.3,,
4816,Derrubadas,Rio Grande do Sul,Sul,44066468.6,,
4817,Dezesseis de Novembro,Rio Grande do Sul,Sul,22998990.82,,
4818,Dilermando de Aguiar,Rio Grande do Sul,Sul,52985292.4,0,103
4819,Dois Irmãos,Rio Grande do Sul,Sul,948820347.1,10236029,58666102
4820,Dois Irmãos das Missões,Rio Grande do Sul,Sul,56490212.25,,
4821,Dois Lajeados,Rio Grande do Sul,Sul,56695599.62,24536,5772368
4822,Dom Feliciano,Rio Grande do Sul,Sul,142472726.0,0,0
4823,Dom Pedro de Alcântara,Rio Grande do Sul,Sul,80661319.5,,
4824,Dom Pedrito,Rio Grande do Sul,Sul,620327410.9,4075455,1893011
4825,Dona Francisca,Rio Grande do Sul,Sul,36909352.5,18200,0
4826,Doutor Maurício Cardoso,Rio Grande do Sul,Sul,87323246.01,,
4827,Doutor Ricardo,Rio Grande do Sul,Sul,30744390.6,0,378610
4828,Eldorado do Sul,Rio Grande do Sul,Sul,684160640.2,29689845,1878198
4829,Encantado,Rio Grande do Sul,Sul,438825807.0,9320894,100752095
4830,Encruzilhada do Sul,Rio Grande do Sul,Sul,223646546.5,214750,3623518
4831,Engenho Velho,Rio Grande do Sul,Sul,28478840.13,,
4832,Entre-Ijuís,Rio Grande do Sul,Sul,140018954.0,17178,0
4833,Entre Rios do Sul,Rio Grande do Sul,Sul,280255082.8,0,7434
4834,Erebango,Rio Grande do Sul,Sul,46312101.0,0,30700
4835,Erechim,Rio Grande do Sul,Sul,2397150611.0,22139626,66664697
4836,Ernestina,Rio Grande do Sul,Sul,68168372.0,175113,0
4837,Herval,Rio Grande do Sul,Sul,57175084.86,,
4838,Erval Grande,Rio Grande do Sul,Sul,52238046.51,0,28308
4839,Erval Seco,Rio Grande do Sul,Sul,102973259.2,,
4840,Esmeralda,Rio Grande do Sul,Sul,92519887.68,,
4841,Esperança do Sul,Rio Grande do Sul,Sul,35620268.08,,
4842,Espumoso,Rio Grande do Sul,Sul,291920218.8,0,0
4843,Estação,Rio Grande do Sul,Sul,106994898.4,81734,20940
4844,Estância Velha,Rio Grande do Sul,Sul,892889175.4,12755600,64673334
4845,Esteio,Rio Grande do Sul,Sul,2105636557.0,42162084,53279236
4846,Estrela,Rio Grande do Sul,Sul,882280361.2,4214950,15345329
4847,Estrela Velha,Rio Grande do Sul,Sul,64167021.08,,
4848,Eugênio de Castro,Rio Grande do Sul,Sul,91513654.38,,
4849,Fagundes Varela,Rio Grande do Sul,Sul,40724576.36,63917,73006
4850,Farroupilha,Rio Grande do Sul,Sul,1855886139.0,59261447,74487713
4851,Faxinal do Soturno,Rio Grande do Sul,Sul,98431682.4,1099132,2858
4852,Faxinalzinho,Rio Grande do Sul,Sul,28590655.59,,
4853,Fazenda Vilanova,Rio Grande do Sul,Sul,117061031.6,0,269006
4854,Feliz,Rio Grande do Sul,Sul,231371232.3,3284792,13019106
4855,Flores da Cunha,Rio Grande do Sul,Sul,746201810.0,27959243,32167929
4856,Floriano Peixoto,Rio Grande do Sul,Sul,31098913.68,,
4857,Fontoura Xavier,Rio Grande do Sul,Sul,99937953.36,0,441644
4858,Formigueiro,Rio Grande do Sul,Sul,84747005.7,,
4859,Forquetinha,Rio Grande do Sul,Sul,38417682.75,,
4860,Fortaleza dos Valos,Rio Grande do Sul,Sul,112668204.8,8549,0
4861,Frederico Westphalen,Rio Grande do Sul,Sul,620354378.7,2722957,1024143
4862,Garibaldi,Rio Grande do Sul,Sul,1018022566.0,37637976,64015054
4863,Garruchos,Rio Grande do Sul,Sul,59968256.04,0,0
4864,Gaurama,Rio Grande do Sul,Sul,98437986.72,9592,351015
4865,General Câmara,Rio Grande do Sul,Sul,95645212.06,85390,0
4866,Gentil,Rio Grande do Sul,Sul,49007524.41,,
4867,Getúlio Vargas,Rio Grande do Sul,Sul,290465558.6,1359091,1718066
4868,Giruá,Rio Grande do Sul,Sul,376605858.5,1918603,0
4869,Glorinha,Rio Grande do Sul,Sul,292270463.8,395054,7311257
4870,Gramado,Rio Grande do Sul,Sul,904278487.2,1637789,4819678
4871,Gramado dos Loureiros,Rio Grande do Sul,Sul,23629297.93,34153,48656
4872,Gramado Xavier,Rio Grande do Sul,Sul,39590070.7,,
4873,Gravataí,Rio Grande do Sul,Sul,7310871256.0,542007733,405904212
4874,Guabiju,Rio Grande do Sul,Sul,31181774.0,,
4875,Guaíba,Rio Grande do Sul,Sul,2917080073.0,928569610,674983318
4876,Guaporé,Rio Grande do Sul,Sul,427423484.0,1659699,14236383
4877,Guarani das Missões,Rio Grande do Sul,Sul,159032657.6,34503,0
4878,Harmonia,Rio Grande do Sul,Sul,64698192.66,44031,2429566
4879,Herveiras,Rio Grande do Sul,Sul,34642207.88,,
4880,Horizontina,Rio Grande do Sul,Sul,894538208.5,146461910,61621808
4881,Hulha Negra,Rio Grande do Sul,Sul,72763702.57,1258744,106721838
4882,Humaitá,Rio Grande do Sul,Sul,79487203.18,199337,0
4883,Ibarama,Rio Grande do Sul,Sul,45532881.84,,
4884,Ibiaçá,Rio Grande do Sul,Sul,87114605.7,0,0
4885,Ibiraiaras,Rio Grande do Sul,Sul,132140949.2,72357,20069
4886,Ibirapuitã,Rio Grande do Sul,Sul,51795009.25,,
4887,Ibirubá,Rio Grande do Sul,Sul,504460039.9,17399321,12030785
4888,Igrejinha,Rio Grande do Sul,Sul,1022443553.0,7306535,49663618
4889,Ijuí,Rio Grande do Sul,Sul,1628634354.0,32346324,85109415
4890,Ilópolis,Rio Grande do Sul,Sul,60800172.16,0,7668
4891,Imbé,Rio Grande do Sul,Sul,251763043.5,,
4892,Imigrante,Rio Grande do Sul,Sul,109934569.2,1229833,6002636
4893,Independência,Rio Grande do Sul,Sul,103416640.3,163600,184770
4894,Inhacorá,Rio Grande do Sul,Sul,31551720.61,,
4895,Ipê,Rio Grande do Sul,Sul,108749667.8,57112,0
4896,Ipiranga do Sul,Rio Grande do Sul,Sul,51082935.12,0,10799
4897,Iraí,Rio Grande do Sul,Sul,77115899.98,,
4898,Itaara,Rio Grande do Sul,Sul,50104509.0,0,0
4899,Itacurubi,Rio Grande do Sul,Sul,45061202.58,,
4900,Itapuca,Rio Grande do Sul,Sul,29190324.24,,
4901,Itaqui,Rio Grande do Sul,Sul,685413866.0,9901014,16030154
4902,Itati,Rio Grande do Sul,Sul,34383039.92,0,0
4903,Itatiba do Sul,Rio Grande do Sul,Sul,36916019.44,,
4904,Ivorá,Rio Grande do Sul,Sul,31651438.28,,
4905,Ivoti,Rio Grande do Sul,Sul,509005137.1,62333963,33861048
4906,Jaboticaba,Rio Grande do Sul,Sul,56478349.14,,
4907,Jacuizinho,Rio Grande do Sul,Sul,38703116.14,,
4908,Jacutinga,Rio Grande do Sul,Sul,68517653.4,0,56469
4909,Jaguarão,Rio Grande do Sul,Sul,327231496.0,112029,12358113
4910,Jaguari,Rio Grande do Sul,Sul,136795676.7,0,285417
4911,Jaquirana,Rio Grande do Sul,Sul,39847034.51,,
4912,Jari,Rio Grande do Sul,Sul,74235733.0,0,0
4913,Jóia,Rio Grande do Sul,Sul,204231632.5,0,76443
4914,Júlio de Castilhos,Rio Grande do Sul,Sul,410181812.1,0,10612338
4915,Lagoa Bonita do Sul,Rio Grande do Sul,Sul,29599203.92,15345,0
4916,Lagoão,Rio Grande do Sul,Sul,53029818.9,,
4917,Lagoa dos Três Cantos,Rio Grande do Sul,Sul,40344002.88,,
4918,Lagoa Vermelha,Rio Grande do Sul,Sul,548037613.5,356381,15743275
4919,Lajeado,Rio Grande do Sul,Sul,2123224658.0,18765383,67413458
4920,Lajeado do Bugre,Rio Grande do Sul,Sul,23563180.98,,
4921,Lavras do Sul,Rio Grande do Sul,Sul,119624306.7,,
4922,Liberato Salzano,Rio Grande do Sul,Sul,56097616.6,0,2052609
4923,Lindolfo Collor,Rio Grande do Sul,Sul,159082595.1,7357544,37004532
4924,Linha Nova,Rio Grande do Sul,Sul,24268357.68,,
4925,Machadinho,Rio Grande do Sul,Sul,74034949.7,0,1253632
4926,Maçambará,Rio Grande do Sul,Sul,123607028.7,,
4927,Mampituba,Rio Grande do Sul,Sul,24499765.29,,
4928,Manoel Viana,Rio Grande do Sul,Sul,100639864.0,,
4929,Maquiné,Rio Grande do Sul,Sul,57575685.3,903,0
4930,Maratá,Rio Grande do Sul,Sul,53728139.01,0,0
4931,Marau,Rio Grande do Sul,Sul,1102411024.0,6649310,31073175
4932,Marcelino Ramos,Rio Grande do Sul,Sul,58585562.86,5497,0
4933,Mariana Pimentel,Rio Grande do Sul,Sul,39964350.0,,
4934,Mariano Moro,Rio Grande do Sul,Sul,25607203.7,,
4935,Marques de Souza,Rio Grande do Sul,Sul,45195480.0,0,0
4936,Mata,Rio Grande do Sul,Sul,50466065.11,,
4937,Mato Castelhano,Rio Grande do Sul,Sul,52151382.4,,
4938,Mato Leitão,Rio Grande do Sul,Sul,95329606.6,26574,338680
4939,Mato Queimado,Rio Grande do Sul,Sul,27506907.89,,
4940,Maximiliano de Almeida,Rio Grande do Sul,Sul,58447038.75,,
4941,Minas do Leão,Rio Grande do Sul,Sul,86109043.41,7406,94016
4942,Miraguaí,Rio Grande do Sul,Sul,55167073.7,3903049,18240906
4943,Montauri,Rio Grande do Sul,Sul,33774503.1,169634,388192
4944,Monte Alegre dos Campos,Rio Grande do Sul,Sul,64978431.54,0,0
4945,Monte Belo do Sul,Rio Grande do Sul,Sul,73811295.6,164972,2971070
4946,Montenegro,Rio Grande do Sul,Sul,1846480357.0,268332796,211684253
4947,Mormaço,Rio Grande do Sul,Sul,46444135.08,,
4948,Morrinhos do Sul,Rio Grande do Sul,Sul,35490659.74,,
4949,Morro Redondo,Rio Grande do Sul,Sul,60024543.8,32660,1453291
4950,Morro Reuter,Rio Grande do Sul,Sul,91027941.84,35048,6939
4951,Mostardas,Rio Grande do Sul,Sul,199958949.7,0,505530
4952,Muçum,Rio Grande do Sul,Sul,187695282.2,926644,12556630
4953,Muitos Capões,Rio Grande do Sul,Sul,227332448.3,0,14429897
4954,Muliterno,Rio Grande do Sul,Sul,27139776.02,,
4955,Não-Me-Toque,Rio Grande do Sul,Sul,618643488.0,33378581,32283848
4956,Nicolau Vergueiro,Rio Grande do Sul,Sul,43567786.19,,
4957,Nonoai,Rio Grande do Sul,Sul,184656616.8,31680,2582263
4958,Nova Alvorada,Rio Grande do Sul,Sul,70065889.9,1896463,103502
4959,Nova Araçá,Rio Grande do Sul,Sul,139397000.5,153960,42247740
4960,Nova Bassano,Rio Grande do Sul,Sul,429004669.6,109870,24744828
4961,Nova Boa Vista,Rio Grande do Sul,Sul,33669134.8,0,0
4962,Nova Bréscia,Rio Grande do Sul,Sul,56856337.76,,
4963,Nova Candelária,Rio Grande do Sul,Sul,63427358.61,756435,12574
4964,Nova Esperança do Sul,Rio Grande do Sul,Sul,88119863.01,5727867,35199460
4965,Nova Hartz,Rio Grande do Sul,Sul,583820538.4,2407767,33186406
4966,Nova Pádua,Rio Grande do Sul,Sul,39214504.0,33635,3744
4967,Nova Palma,Rio Grande do Sul,Sul,110683501.3,22342,0
4968,Nova Petrópolis,Rio Grande do Sul,Sul,402968774.7,1036660,1337831
4969,Nova Prata,Rio Grande do Sul,Sul,695726442.6,38891851,99356089
4970,Nova Ramada,Rio Grande do Sul,Sul,48279943.14,0,364000
4971,Nova Roma do Sul,Rio Grande do Sul,Sul,65172487.03,1077480,2093016
4972,Nova Santa Rita,Rio Grande do Sul,Sul,525719568.2,73328231,5306999
4973,Novo Cabrais,Rio Grande do Sul,Sul,44558904.15,0,340533
4974,Novo Hamburgo,Rio Grande do Sul,Sul,5550540359.0,69319267,92304360
4975,Novo Machado,Rio Grande do Sul,Sul,55912488.5,,
4976,Novo Tiradentes,Rio Grande do Sul,Sul,24967168.38,,
4977,Novo Xingu,Rio Grande do Sul,Sul,25852129.03,,
4978,Novo Barreiro,Rio Grande do Sul,Sul,42322976.28,,
4979,Osório,Rio Grande do Sul,Sul,1241045907.0,623238815,326662
4980,Paim Filho,Rio Grande do Sul,Sul,65236888.74,15061,0
4981,Palmares do Sul,Rio Grande do Sul,Sul,178559085.9,183982,13673
4982,Palmeira das Missões,Rio Grande do Sul,Sul,640860163.4,0,481187
4983,Palmitinho,Rio Grande do Sul,Sul,78971939.6,0,0
4984,Panambi,Rio Grande do Sul,Sul,1102067960.0,16389247,27842291
4985,Pantano Grande,Rio Grande do Sul,Sul,158660585.9,0,1079054
4986,Paraí,Rio Grande do Sul,Sul,143809835.0,2698399,1073606
4987,Paraíso do Sul,Rio Grande do Sul,Sul,80094301.28,,
4988,Pareci Novo,Rio Grande do Sul,Sul,49773726.61,757437,3005003
4989,Parobé,Rio Grande do Sul,Sul,731328400.0,2757595,16432311
4990,Passa Sete,Rio Grande do Sul,Sul,50183724.9,,
4991,Passo do Sobrado,Rio Grande do Sul,Sul,91607339.45,3790166,56529
4992,Passo Fundo,Rio Grande do Sul,Sul,3907504424.0,98545279,1147473832
4993,Paulo Bento,Rio Grande do Sul,Sul,46636803.36,0,5215907
4994,Paverama,Rio Grande do Sul,Sul,87367090.6,0,0
4995,Pedras Altas,Rio Grande do Sul,Sul,38985836.4,,
4996,Pedro Osório,Rio Grande do Sul,Sul,105173630.9,,
4997,Pejuçara,Rio Grande do Sul,Sul,117922454.1,,
4998,Pelotas,Rio Grande do Sul,Sul,4246860848.0,131655436,130539325
4999,Picada Café,Rio Grande do Sul,Sul,239457473.5,1801756,7988032
5000,Pinhal,Rio Grande do Sul,Sul,35600942.23,36920,0
5001,Pinhal da Serra,Rio Grande do Sul,Sul,293404390.2,,
5002,Pinhal Grande,Rio Grande do Sul,Sul,311038036.2,,
5003,Pinheirinho do Vale,Rio Grande do Sul,Sul,44744610.36,,
5004,Pinheiro Machado,Rio Grande do Sul,Sul,160931127.6,0,68
5005,Pinto Bandeira,Rio Grande do Sul,Sul,,247965,39635
5006,Pirapó,Rio Grande do Sul,Sul,28273420.98,,
5007,Piratini,Rio Grande do Sul,Sul,181396540.9,15848,614521
5008,Planalto,Rio Grande do Sul,Sul,97706184.12,0,311624
5009,Poço das Antas,Rio Grande do Sul,Sul,26705927.14,0,8689131
5010,Pontão,Rio Grande do Sul,Sul,110286363.7,95224,0
5011,Ponte Preta,Rio Grande do Sul,Sul,25976107.5,0,61847
5012,Portão,Rio Grande do Sul,Sul,764305605.2,18692456,41672854
5013,Porto Alegre,Rio Grande do Sul,Sul,42683703041.0,453622816,666329438
5014,Porto Lucena,Rio Grande do Sul,Sul,53756015.83,,
5015,Porto Mauá,Rio Grande do Sul,Sul,,13792,0
5016,Porto Vera Cruz,Rio Grande do Sul,Sul,,38850,0
5017,Porto Xavier,Rio Grande do Sul,Sul,,24144608,2565514
5018,Pouso Novo,Rio Grande do Sul,Sul,,0,0
5019,Presidente Lucena,Rio Grande do Sul,Sul,,47320,2142274
5020,Progresso,Rio Grande do Sul,Sul,,181326,0
5021,Protásio Alves,Rio Grande do Sul,Sul,,,
5022,Putinga,Rio Grande do Sul,Sul,,9063,43235
5023,Quaraí,Rio Grande do Sul,Sul,,439709,2378079
5024,Quatro Irmãos,Rio Grande do Sul,Sul,47632125.0,,
5025,Quevedos,Rio Grande do Sul,Sul,58192968.2,0,0
5026,Quinze de Novembro,Rio Grande do Sul,Sul,72812107.42,,
5027,Redentora,Rio Grande do Sul,Sul,68335501.08,,
5028,Relvado,Rio Grande do Sul,Sul,30682114.2,,
5029,Restinga Sêca,Rio Grande do Sul,Sul,198648196.2,,
5030,Rio dos Índios,Rio Grande do Sul,Sul,39645462.4,,
5031,Rio Grande,Rio Grande do Sul,Sul,5142846326.0,1324210975,2055424845
5032,Rio Pardo,Rio Grande do Sul,Sul,438940709.3,405730,0
5033,Riozinho,Rio Grande do Sul,Sul,72579719.8,970885,933706
5034,Roca Sales,Rio Grande do Sul,Sul,203823943.7,351071,2923601
5035,Rodeio Bonito,Rio Grande do Sul,Sul,73237435.21,,
5036,Rolador,Rio Grande do Sul,Sul,44230919.66,,
5037,Rolante,Rio Grande do Sul,Sul,298091857.1,1523711,13729666
5038,Ronda Alta,Rio Grande do Sul,Sul,155307992.8,0,0
5039,Rondinha,Rio Grande do Sul,Sul,85430117.44,,
5040,Roque Gonzales,Rio Grande do Sul,Sul,79353938.37,105965,0
5041,Rosário do Sul,Rio Grande do Sul,Sul,520903426.8,42436,6680
5042,Sagrada Família,Rio Grande do Sul,Sul,25291778.25,0,0
5043,Saldanha Marinho,Rio Grande do Sul,Sul,64489525.45,0,0
5044,Salto do Jacuí,Rio Grande do Sul,Sul,407560388.4,0,112330
5045,Salvador das Missões,Rio Grande do Sul,Sul,59452001.69,0,374966
5046,Salvador do Sul,Rio Grande do Sul,Sul,168893805.2,3147435,22935618
5047,Sananduva,Rio Grande do Sul,Sul,277217619.5,712094,111844
5048,Santa Bárbara do Sul,Rio Grande do Sul,Sul,261807396.5,3157886,0
5049,Santa Cecília do Sul,Rio Grande do Sul,Sul,34960617.2,,
5050,Santa Clara do Sul,Rio Grande do Sul,Sul,90440273.79,0,0
5051,Santa Cruz do Sul,Rio Grande do Sul,Sul,4181668087.0,95615010,838826378
5052,Santa Maria,Rio Grande do Sul,Sul,4007509751.0,16793304,550037583
5053,Santa Maria do Herval,Rio Grande do Sul,Sul,124056174.5,6778,0
5054,Santa Margarida do Sul,Rio Grande do Sul,Sul,90607319.04,,
5055,Santana da Boa Vista,Rio Grande do Sul,Sul,73668561.98,,
5056,Sant'Ana do Livramento,Rio Grande do Sul,Sul,875613472.3,,
5057,Santa Rosa,Rio Grande do Sul,Sul,1487694554.0,37982047,141271262
5058,Santa Tereza,Rio Grande do Sul,Sul,23476297.2,0,40756
5059,Santa Vitória do Palmar,Rio Grande do Sul,Sul,451128557.7,461901,7524309
5060,Santiago,Rio Grande do Sul,Sul,548671683.8,4600,0
5061,Santo Ângelo,Rio Grande do Sul,Sul,1202984129.0,3015804,156350078
5062,Santo Antônio do Palma,Rio Grande do Sul,Sul,35824635.09,,
5063,Santo Antônio da Patrulha,Rio Grande do Sul,Sul,574440375.0,2540481,9492212
5064,Santo Antônio das Missões,Rio Grande do Sul,Sul,149027869.9,,
5065,Santo Antônio do Planalto,Rio Grande do Sul,Sul,52831548.2,12170,0
5066,Santo Augusto,Rio Grande do Sul,Sul,244027525.0,67193,315558
5067,Santo Cristo,Rio Grande do Sul,Sul,273362300.1,0,2778613
5068,Santo Expedito do Sul,Rio Grande do Sul,Sul,34818621.76,,
5069,São Borja,Rio Grande do Sul,Sul,982318506.3,1907602,1470819
5070,São Domingos do Sul,Rio Grande do Sul,Sul,33519114.86,38514,75882
5071,São Francisco de Assis,Rio Grande do Sul,Sul,188071531.7,32705,0
5072,São Francisco de Paula,Rio Grande do Sul,Sul,325021642.6,0,3900433
5073,São Gabriel,Rio Grande do Sul,Sul,994512113.5,24681723,70357269
5074,São Jerônimo,Rio Grande do Sul,Sul,344173518.4,9023472,319536
5075,São João da Urtiga,Rio Grande do Sul,Sul,61206284.22,1935,0
5076,São João do Polêsine,Rio Grande do Sul,Sul,30031411.2,125000,133857
5077,São Jorge,Rio Grande do Sul,Sul,43642204.66,0,0
5078,São José das Missões,Rio Grande do Sul,Sul,30769700.8,,
5079,São José do Herval,Rio Grande do Sul,Sul,26378551.96,0,54535
5080,São José do Hortêncio,Rio Grande do Sul,Sul,77355761.54,228154,197345
5081,São José do Inhacorá,Rio Grande do Sul,Sul,37653462.0,25066,880274
5082,São José do Norte,Rio Grande do Sul,Sul,204792405.4,36774354,55691013
5083,São José do Ouro,Rio Grande do Sul,Sul,157653323.3,4140,0
5084,São José do Sul,Rio Grande do Sul,Sul,30367635.6,0,7000
5085,São José dos Ausentes,Rio Grande do Sul,Sul,60260956.0,0,0
5086,São Leopoldo,Rio Grande do Sul,Sul,4466137415.0,338669321,437265036
5087,São Lourenço do Sul,Rio Grande do Sul,Sul,484522804.6,2497297,1038527
5088,São Luiz Gonzaga,Rio Grande do Sul,Sul,522707532.8,0,57737389
5089,São Marcos,Rio Grande do Sul,Sul,411270189.5,9551217,14044671
5090,São Martinho,Rio Grande do Sul,Sul,94648854.57,0,1250
5091,São Martinho da Serra,Rio Grande do Sul,Sul,71963121.45,,
5092,São Miguel das Missões,Rio Grande do Sul,Sul,188729684.6,0,0
5093,São Nicolau,Rio Grande do Sul,Sul,59968046.97,,
5094,São Paulo das Missões,Rio Grande do Sul,Sul,75071844.12,0,0
5095,São Pedro da Serra,Rio Grande do Sul,Sul,33045179.7,0,66341
5096,São Pedro das Missões,Rio Grande do Sul,Sul,24021868.84,,
5097,São Pedro do Butiá,Rio Grande do Sul,Sul,49675261.74,0,17982
5098,São Pedro do Sul,Rio Grande do Sul,Sul,182709436.8,0,0
5099,São Sebastião do Caí,Rio Grande do Sul,Sul,390997774.4,5091196,61366395
5100,São Sepé,Rio Grande do Sul,Sul,328339816.1,2318395,0
5101,São Valentim,Rio Grande do Sul,Sul,56568436.32,,
5102,São Valentim do Sul,Rio Grande do Sul,Sul,38410932.96,0,2409095
5103,São Valério do Sul,Rio Grande do Sul,Sul,27189163.43,,
5104,São Vendelino,Rio Grande do Sul,Sul,32196936.24,0,315610
5105,São Vicente do Sul,Rio Grande do Sul,Sul,101664188.8,15400,0
5106,Sapiranga,Rio Grande do Sul,Sul,1574966194.0,29493261,84021979
5107,Sapucaia do Sul,Rio Grande do Sul,Sul,2251242500.0,17121456,26645124
5108,Sarandi,Rio Grande do Sul,Sul,446866442.6,561247,595512
5109,Seberi,Rio Grande do Sul,Sul,151609743.1,39310,71970986
5110,Sede Nova,Rio Grande do Sul,Sul,49688937.17,,
5111,Segredo,Rio Grande do Sul,Sul,73418675.46,,
5112,Selbach,Rio Grande do Sul,Sul,118137434.1,652387,0
5113,Senador Salgado Filho,Rio Grande do Sul,Sul,42920253.6,,
5114,Sentinela do Sul,Rio Grande do Sul,Sul,47016845.64,185054,460363
5115,Serafina Corrêa,Rio Grande do Sul,Sul,364638204.8,3843006,3647573
5116,Sério,Rio Grande do Sul,Sul,25123048.05,,
5117,Sertão,Rio Grande do Sul,Sul,128908421.0,166011,218584
5118,Sertão Santana,Rio Grande do Sul,Sul,81995472.0,1560774,3763233
5119,Sete de Setembro,Rio Grande do Sul,Sul,34225817.4,,
5120,Severiano de Almeida,Rio Grande do Sul,Sul,50890402.02,,
5121,Silveira Martins,Rio Grande do Sul,Sul,24927024.05,135074,99595
5122,Sinimbu,Rio Grande do Sul,Sul,109799695.1,467791,436629
5123,Sobradinho,Rio Grande do Sul,Sul,218117121.3,0,3124210
5124,Soledade,Rio Grande do Sul,Sul,362580305.6,3763073,52984135
5125,Tabaí,Rio Grande do Sul,Sul,46029584.88,,
5126,Tapejara,Rio Grande do Sul,Sul,433437235.0,58363426,29299453
